County  ,Municipality  ,LD  ,CD  ,Residential 2013,Residential 2014,Residential 2015,Residential 2016,Residential 2017,COO 2013,COO 2014,COO 2015,COO 2016,COO 2017,Med Rent 2013,Med Rent  2014,Med Rent  2015,Med Rent  2016,Med Rent  2017,Res. Prop Value 2013,Res. Prop Value 2014,Res. Prop Value 2015,Res. Prop Value 2016,Res. Prop Value 2017,Occ % 2013,Occ %  2014,Occ %  2015,Occ %  2016,Occ %  2017,OwnOcc 2013,OwnOcc  2014,OwnOcc  2015,OwnOcc  2016,OwnOcc  2017
Burlington,Bordentown,7,3,1,3,5,-,-,2,0,3,-,-,"1,181","1,238","1,157",-,-,"209,049","216,974","207,016","211,072","211,072",92.3,92.3,92.3,92.3,92.3,52.77,52.77,52.77,52.77,52.77
Burlington,Bass River,9,2,2,6,1,-,-,3,2,2,-,-,636,883,-,-,-,"249,537","242,277","243,248","222,085","222,085",88.93,88.93,88.93,88.93,88.93,80.84,80.84,80.84,80.84,80.84
Sussex,Branchville,24,5,0,1,0,-,-,0,0,1,-,-,"1,217","1,122","1,176",-,-,"264,260","239,951","246,815","278,937","278,937",94.3,94.3,94.3,94.3,94.3,66.21,66.21,66.21,66.21,66.21
Sussex,Lafayette,24,5,0,3,3,-,-,1,11,1,-,-,"1,098","1,290","1,369",-,-,"341,376","328,052","321,413","310,795","310,795",95.21,95.21,95.21,95.21,95.21,89.94,89.94,89.94,89.94,89.94
Sussex,Montague,24,5,6,2,0,-,-,7,5,5,-,-,"1,238","1,192","1,154",-,-,"157,374","151,226","152,092","159,092","159,092",85.18,85.18,85.18,85.18,85.18,78.11,78.11,78.11,78.11,78.11
Sussex,Hamburg,24,5,5,0,1,-,-,1,4,0,-,-,"1,407","1,366","1,368",-,-,"175,919","166,816","167,651","168,410","168,410",92.41,92.41,92.41,92.41,92.41,79.84,79.84,79.84,79.84,79.84
Sussex,Hardyston,24,5,5,14,4,-,-,12,33,6,-,-,"1,540","1,655","1,692",-,-,"257,145","248,460","241,160","245,714","245,714",86.04,86.04,86.04,86.04,86.04,83.72,83.72,83.72,83.72,83.72
Bergen,Tenafly,37,9,28,29,32,-,-,23,19,26,-,-,"1,989","1,890","1,718",-,-,"855,868","866,161","901,008","924,804","924,804",95.7,95.7,95.7,95.7,95.7,78.64,78.64,78.64,78.64,78.64
Bergen,Upper Saddle River,39,5,14,23,11,-,-,6,3,6,-,-,"2,100","2,100","2,603",-,-,"959,284","947,046","949,485","965,386","965,386",95.06,95.06,95.06,95.06,95.06,91.1,91.1,91.1,91.1,91.1
Bergen,Saddle Brook,38,9,5,5,2,-,-,4,4,7,-,-,"1,475","1,430","1,421",-,-,"340,344","338,516","370,016","359,724","359,724",96.37,96.37,96.37,96.37,96.37,69.75,69.75,69.75,69.75,69.75
Bergen,South Hackensack,36,9,2,0,2,-,-,1,0,3,-,-,"1,365","1,390","1,420",-,-,"396,697","350,829","337,402","390,864","390,864",96.13,96.13,96.13,96.13,96.13,49.94,49.94,49.94,49.94,49.94
Bergen,Ramsey,39,5,6,6,6,-,-,18,14,7,-,-,"1,416","1,355","1,297",-,-,"520,458","508,377","521,088","528,751","528,751",96.63,96.63,96.63,96.63,96.63,83.93,83.93,83.93,83.93,83.93
Bergen,Paramus,38,5,24,17,29,-,-,14,15,16,-,-,"1,796","1,874","1,832",-,-,"560,428","557,208","562,995","625,981","625,981",96.8,96.8,96.8,96.8,96.8,85.86,85.86,85.86,85.86,85.86
Bergen,Ridgewood,40,5,13,10,11,-,-,3,5,11,-,-,"1,818","1,900","1,981",-,-,"720,271","743,849","764,684","773,238","773,238",96.72,96.72,96.72,96.72,96.72,79.93,79.93,79.93,79.93,79.93
Somerset,Branchburg,16,7,3,8,14,-,-,4,2,17,-,-,"1,270","1,243","1,320",-,-,"422,340","427,873","433,061","433,045","433,045",97.27,97.27,97.27,97.27,97.27,88.94,88.94,88.94,88.94,88.94
Bergen,Ridgefield,36,9,5,5,5,-,-,2,1,9,-,-,"1,314","1,361","1,356",-,-,"449,366","435,561","428,634","461,499","461,499",94.21,94.21,94.21,94.21,94.21,53.85,53.85,53.85,53.85,53.85
Bergen,Rochelle Park,38,5,2,0,1,-,-,1,1,0,-,-,"1,209","1,231","1,350",-,-,"342,174","328,588","328,230","326,521","326,521",96.18,96.18,96.18,96.18,96.18,76.71,76.71,76.71,76.71,76.71
Somerset,Franklin Twp,17,12,304,352,114,-,-,461,214,239,-,-,"1,420","1,480","1,488",-,-,"302,533","309,212","308,393","313,819","313,819",95.39,95.39,95.39,95.39,95.39,71.87,71.87,71.87,71.87,71.87
Bergen,River Vale,39,5,17,66,1,-,-,4,11,3,-,-,"1,621","1,763","1,592",-,-,"558,935","559,057","573,765","585,012","585,012",97.16,97.16,97.16,97.16,97.16,89.56,89.56,89.56,89.56,89.56
Somerset,Bridgewater,23,7,22,18,24,-,-,19,9,13,-,-,"1,675","1,703","1,670",-,-,"437,626","448,429","449,595","467,546","467,546",96.72,96.72,96.72,96.72,96.72,85.07,85.07,85.07,85.07,85.07
Somerset,Millstone,16,7,1,1,0,-,-,0,0,2,-,-,"1,438","1,271","1,275",-,-,"335,441","320,585","318,935","314,088","314,088",97.01,97.01,97.01,97.01,97.01,88.27,88.27,88.27,88.27,88.27
Bergen,Rutherford,36,9,2,1,3,-,-,5,0,43,-,-,"1,402","1,373","1,340",-,-,"410,812","412,606","440,107","456,679","456,679",95.48,95.48,95.48,95.48,95.48,66.5,66.5,66.5,66.5,66.5
Somerset,Hillsborough,16,7,113,131,313,-,-,69,142,47,-,-,"1,352","1,385","1,351",-,-,"389,511","388,048","395,997","407,631","407,631",96.74,96.74,96.74,96.74,96.74,85.8,85.8,85.8,85.8,85.8
Somerset,Montgomery,16,7,125,74,143,-,-,21,127,117,-,-,"1,799","1,819","1,755",-,-,"598,036","591,060","597,795","600,751","600,751",96.62,96.62,96.62,96.62,96.62,80.21,80.21,80.21,80.21,80.21
Somerset,Peapack Gladstone,23,7,6,3,7,-,-,2,3,3,-,-,"1,440","1,492","1,423",-,-,"645,873","653,053","673,448","678,936","678,936",93.47,93.47,93.47,93.47,93.47,76.89,76.89,76.89,76.89,76.89
Somerset,Rocky Hill,16,7,0,0,1,-,-,1,0,0,-,-,"1,169","1,344","1,492",-,-,"435,160","421,345","459,505","438,617","438,617",95.89,95.89,95.89,95.89,95.89,79.64,79.64,79.64,79.64,79.64
Somerset,Somerville,16,7,1,0,118,-,-,0,1,0,-,-,"1,194","1,205","1,232",-,-,"276,102","279,758","277,833","284,687","284,687",92.73,92.73,92.73,92.73,92.73,48.44,48.44,48.44,48.44,48.44
Somerset,Warren,21,7,40,22,45,-,-,26,12,6,-,-,"1,570","1,552","1,439",-,-,"674,039","705,121","726,051","728,779","728,779",96.22,96.22,96.22,96.22,96.22,91.52,91.52,91.52,91.52,91.52
Bergen,Oakland,39,5,4,1,4,-,-,7,4,3,-,-,"1,642","1,724","1,516",-,-,"436,805","440,769","446,110","454,979","454,979",96.98,96.98,96.98,96.98,96.98,93.22,93.22,93.22,93.22,93.22
Bergen,Old Tappan,39,5,14,9,6,-,-,10,4,13,-,-,"1,116","1,167","2,432",-,-,"818,458","822,294","815,550","838,074","838,074",96.79,96.79,96.79,96.79,96.79,86.48,86.48,86.48,86.48,86.48
Bergen,Palisades Park,37,9,68,111,90,-,-,101,28,58,-,-,"1,375","1,407","1,388",-,-,"505,888","504,345","528,352","572,385","572,385",94.19,94.19,94.19,94.19,94.19,36.75,36.75,36.75,36.75,36.75
Monmouth,Wall,30,4,54,41,33,-,-,26,38,42,-,-,"1,228","1,298","1,249",-,-,"442,832","456,690","464,523","475,549","475,549",92.36,92.36,92.36,92.36,92.36,81.34,81.34,81.34,81.34,81.34
Monmouth,Tinton Falls,11,4,0,21,18,-,-,0,0,0,-,-,"1,886","1,999","1,953",-,-,"337,993","337,084","344,239","340,141","340,141",95.31,95.31,95.31,95.31,95.31,74.57,74.57,74.57,74.57,74.57
Monmouth,Spring Lake,30,4,14,22,33,-,-,23,16,24,-,-,"1,465","1,633","1,760",-,-,"1,648,568","1,718,413","1,745,688","1,903,561","1,903,561",61.18,61.18,61.18,61.18,61.18,83.8,83.8,83.8,83.8,83.8
Monmouth,Rumson,13,4,46,38,37,-,-,27,37,30,-,-,"2,100","1,550","2,250",-,-,"1,291,006","1,296,413","1,287,681","1,325,193","1,325,193",90.68,90.68,90.68,90.68,90.68,91.51,91.51,91.51,91.51,91.51
Monmouth,Oceanport,13,6,28,12,8,-,-,2,3,9,-,-,618,687,"1,096",-,-,"479,740","490,108","491,772","512,023","512,023",93.18,93.18,93.18,93.18,93.18,81.41,81.41,81.41,81.41,81.41
Monmouth,Neptune Twp,11,4,6,240,15,-,-,4,2,137,-,-,"1,292","1,297","1,114",-,-,"290,085","283,081","293,260","303,778","303,778",86.22,86.22,86.22,86.22,86.22,65.88,65.88,65.88,65.88,65.88
Monmouth,Millstone Twp,12,4,5,15,12,-,-,3,6,4,-,-,"2,100","1,833","2,012",-,-,"495,933","506,802","510,041","527,895","527,895",96.13,96.13,96.13,96.13,96.13,94.06,94.06,94.06,94.06,94.06
Monmouth,Howell,30,4,153,143,191,-,-,266,129,164,-,-,"1,303","1,356","1,328",-,-,"304,268","318,564","329,437","337,133","337,133",96,96,96,96,96,89.14,89.14,89.14,89.14,89.14
Monmouth,Matawan,12,6,0,8,100,-,-,1,1,7,-,-,"1,221","1,283","1,262",-,-,"296,587","286,922","314,194","321,016","321,016",93.12,93.12,93.12,93.12,93.12,63.85,63.85,63.85,63.85,63.85
Monmouth,Loch Arbour,11,6,0,1,0,-,-,0,0,0,-,-,"1,475","1,450","1,354",-,-,"1,053,752","1,073,496","1,033,288","955,611","955,611",51.57,51.57,51.57,51.57,51.57,80.49,80.49,80.49,80.49,80.49
Monmouth,Keyport,13,6,0,2,0,-,-,0,0,2,-,-,"1,028","1,011","1,013",-,-,"246,304","239,711","245,344","255,880","255,880",93.73,93.73,93.73,93.73,93.73,52.2,52.2,52.2,52.2,52.2
Monmouth,Hazlet,13,6,2,0,0,-,-,1,0,0,-,-,785,758,911,-,-,"283,015","293,927","300,450","313,833","313,833",96.27,96.27,96.27,96.27,96.27,90.17,90.17,90.17,90.17,90.17
Monmouth,Freehold,11,4,4,4,5,-,-,7,5,2,-,-,"1,246","1,275","1,271",-,-,"236,987","231,290","239,574","247,735","247,735",94.28,94.28,94.28,94.28,94.28,54.59,54.59,54.59,54.59,54.59
Monmouth,Fair Haven,13,4,17,18,27,-,-,17,16,14,-,-,"1,646","1,789","1,805",-,-,"689,554","714,699","752,792","762,203","762,203",95.4,95.4,95.4,95.4,95.4,92.64,92.64,92.64,92.64,92.64
Cumberland,Bridgeton,3,2,4,3,0,-,-,2,3,2,-,-,"1,033",969,990,-,-,"72,699","69,139","66,364","68,531","68,531",92.38,92.38,92.38,92.38,92.38,39.7,39.7,39.7,39.7,39.7
Cape May,Woodbine,1,2,5,3,5,-,-,15,8,15,-,-,848,904,958,-,-,"109,052","108,988","103,825","107,954","107,954",70.16,70.16,70.16,70.16,70.16,65.39,65.39,65.39,65.39,65.39
Monmouth,Bradley Beach,30,4,7,9,7,-,-,3,2,6,-,-,"1,150","1,231","1,208",-,-,"504,995","506,590","515,250","533,382","533,382",65.97,65.97,65.97,65.97,65.97,43.18,43.18,43.18,43.18,43.18
Cumberland,Fairfield,1,2,2,1,1,-,-,0,2,1,-,-,951,969,972,-,-,"153,517","146,289","145,112","147,169","147,169",91.45,91.45,91.45,91.45,91.45,76.99,76.99,76.99,76.99,76.99
Monmouth,Avon By The Sea,30,4,13,24,17,-,-,12,7,18,-,-,"1,204","1,324","1,395",-,-,"922,089","908,264","906,180","916,186","916,186",68.21,68.21,68.21,68.21,68.21,61.27,61.27,61.27,61.27,61.27
Cumberland,Deerfield,3,2,1,1,2,-,-,4,0,2,-,-,"1,152","1,159","1,080",-,-,"147,361","143,291","143,921","142,229","142,229",95.28,95.28,95.28,95.28,95.28,83.65,83.65,83.65,83.65,83.65
Monmouth,Allentown,12,4,0,3,0,-,-,0,0,0,-,-,"1,184","1,132","1,098",-,-,"281,032","278,495","316,289","312,839","312,839",95.78,95.78,95.78,95.78,95.78,76.56,76.56,76.56,76.56,76.56
Monmouth,Aberdeen,13,6,113,63,41,-,-,81,70,46,-,-,"1,310","1,424","1,447",-,-,"275,851","268,061","278,187","278,968","278,968",96.82,96.82,96.82,96.82,96.82,75.79,75.79,75.79,75.79,75.79
Cumberland,Lawrence,1,2,0,0,0,-,-,0,0,0,-,-,"1,115","1,267","1,129",-,-,"155,648","151,721","151,557","158,711","158,711",90.25,90.25,90.25,90.25,90.25,87.21,87.21,87.21,87.21,87.21
Middlesex,South River,18,12,5,2,6,-,-,8,0,0,-,-,"1,132","1,161","1,155",-,-,"258,669","254,381","266,042","268,748","268,748",94.88,94.88,94.88,94.88,94.88,66.17,66.17,66.17,66.17,66.17
Cumberland,Greenwich,1,2,0,0,0,-,-,0,0,0,-,-,"1,490","1,433","1,413",-,-,"251,708","175,492","170,571","179,308","179,308",91.06,91.06,91.06,91.06,91.06,84.23,84.23,84.23,84.23,84.23
Sussex,Vernon,24,5,2,2,5,-,-,1,1,1,-,-,"1,213","1,238","1,229",-,-,"211,854","202,249","195,915","194,936","194,936",78.68,78.68,78.68,78.68,78.68,88.55,88.55,88.55,88.55,88.55
Middlesex,South Brunswick,16,12,87,66,172,-,-,78,94,96,-,-,"1,428","1,412","1,454",-,-,"409,636","413,011","452,988","443,060","443,060",95.93,95.93,95.93,95.93,95.93,77.09,77.09,77.09,77.09,77.09
Sussex,Sussex,24,5,0,0,1,-,-,0,0,1,-,-,"1,152","1,133","1,112",-,-,"172,022","175,086","179,237","184,355","184,355",89.45,89.45,89.45,89.45,89.45,39.04,39.04,39.04,39.04,39.04
Burlington,Maple Shade,6,1,6,8,7,-,-,7,7,8,-,-,"1,121","1,111","1,100",-,-,"203,344","174,102","173,340","162,955","162,955",92.8,92.8,92.8,92.8,92.8,48.55,48.55,48.55,48.55,48.55
Union,Berkeley Heights,21,7,7,16,30,-,-,8,5,11,-,-,"1,521","1,205","1,648",-,-,"549,568","546,507","561,737","572,193","572,193",97.26,97.26,97.26,97.26,97.26,91.14,91.14,91.14,91.14,91.14
Sussex,Walpack,24,5,0,0,0,-,-,0,0,0,-,-,0,-,-,-,-,"62,162","57,997","67,014","67,014","67,014",53.33,53.33,53.33,53.33,53.33,62.5,62.5,62.5,62.5,62.5
Burlington,Fieldsboro,7,3,0,0,0,-,-,1,0,0,-,-,"1,078","1,125","1,229",-,-,"183,144","182,663","176,972","187,012","187,012",93.21,93.21,93.21,93.21,93.21,85.44,85.44,85.44,85.44,85.44
Sussex,Ogdensburg,24,11,0,0,0,-,-,0,0,0,-,-,"1,345","1,399","1,377",-,-,"221,532","217,424","212,405","208,349","208,349",95.47,95.47,95.47,95.47,95.47,85.07,85.07,85.07,85.07,85.07
Burlington,Edgewater Park,7,3,0,0,5,-,-,0,0,0,-,-,"1,083","1,127","1,093",-,-,"208,212","185,789","171,983","173,214","173,214",93.81,93.81,93.81,93.81,93.81,61.69,61.69,61.69,61.69,61.69
Sussex,Stanhope,24,11,0,1,0,-,-,0,0,0,-,-,"1,176","1,212","1,510",-,-,"213,427","214,262","210,627","207,599","207,599",94.84,94.84,94.84,94.84,94.84,84.53,84.53,84.53,84.53,84.53
Burlington,Lumberton,8,3,1,1,2,-,-,1,2,0,-,-,"1,084","1,114","1,115",-,-,"297,043","294,437","287,879","295,885","295,885",96.21,96.21,96.21,96.21,96.21,71.45,71.45,71.45,71.45,71.45
Sussex,Sandyston,24,5,0,0,1,-,-,1,0,0,-,-,"1,162","1,285","1,354",-,-,"236,895","233,795","227,980","226,841","226,841",79.76,79.76,79.76,79.76,79.76,88.58,88.58,88.58,88.58,88.58
Burlington,Florence,7,3,29,19,21,-,-,17,36,65,-,-,"1,063",988,961,-,-,"212,181","204,071","208,097","216,681","216,681",94.5,94.5,94.5,94.5,94.5,80.71,80.71,80.71,80.71,80.71
Burlington,Burlington Twp,7,3,52,75,52,-,-,29,68,69,-,-,"1,064","1,061","1,071",-,-,"231,951","238,140","258,634","247,620","247,620",96.2,96.2,96.2,96.2,96.2,78.41,78.41,78.41,78.41,78.41
Burlington,Cinnaminson,7,3,59,45,10,-,-,78,34,22,-,-,"1,425","1,595","1,547",-,-,"252,574","253,023","258,305","260,301","260,301",96.13,96.13,96.13,96.13,96.13,93.48,93.48,93.48,93.48,93.48
Burlington,Delanco,7,3,3,0,0,-,-,5,1,0,-,-,"1,027","1,042",987,-,-,"200,259","200,936","199,638","199,335","199,335",94.71,94.71,94.71,94.71,94.71,82.39,82.39,82.39,82.39,82.39
Burlington,Eastampton,8,3,0,0,0,-,-,7,0,0,-,-,"1,061","1,082","1,103",-,-,"246,059","239,461","233,346","232,282","232,282",95.84,95.84,95.84,95.84,95.84,68.22,68.22,68.22,68.22,68.22
Union,Cranford,21,7,196,31,11,-,-,57,103,175,-,-,"1,366","1,440","1,404",-,-,"417,582","426,748","442,591","465,143","465,143",97.36,97.36,97.36,97.36,97.36,81.49,81.49,81.49,81.49,81.49
Union,Elizabeth,20,8,255,236,174,-,-,115,69,54,-,-,"1,055","1,069","1,062",-,-,"250,278","263,418","259,451","265,013","265,013",91.39,91.39,91.39,91.39,91.39,26.73,26.73,26.73,26.73,26.73
Union,Garwood,21,7,72,2,2,-,-,1,0,1,-,-,"1,454","1,435","1,400",-,-,"350,216","350,344","344,771","364,352","364,352",95.08,95.08,95.08,95.08,95.08,62.99,62.99,62.99,62.99,62.99
Burlington,Bordentown Twp,7,3,18,68,88,-,-,23,73,87,-,-,"1,082","1,060","1,022",-,-,"264,279","270,544","269,084","278,425","278,425",95.71,95.71,95.71,95.71,95.71,78.82,78.82,78.82,78.82,78.82
Cumberland,Maurice River,1,2,3,2,5,-,-,4,3,1,-,-,937,974,974,-,-,"177,336","174,323","169,550","170,945","170,945",90.57,90.57,90.57,90.57,90.57,87.61,87.61,87.61,87.61,87.61
Cumberland,Shiloh,1,2,0,0,0,-,-,0,0,0,-,-,908,883,861,-,-,"157,218","141,265","130,227","140,980","140,980",92.52,92.52,92.52,92.52,92.52,81.82,81.82,81.82,81.82,81.82
Cumberland,Stow Creek,1,2,2,1,1,-,-,2,0,3,-,-,700,"1,193","1,118",-,-,"178,627","164,376","160,885","166,436","166,436",95.6,95.6,95.6,95.6,95.6,88.03,88.03,88.03,88.03,88.03
Cumberland,Vineland,1,2,110,103,89,-,-,98,91,31,-,-,995,996,971,-,-,"159,847","161,008","169,594","167,429","167,429",94.66,94.66,94.66,94.66,94.66,68.02,68.02,68.02,68.02,68.02
Middlesex,New Brunswick,17,6,347,544,28,-,-,332,67,54,-,-,"1,365","1,370","1,343",-,-,"302,418","303,032","294,721","301,586","301,586",93.8,93.8,93.8,93.8,93.8,23.88,23.88,23.88,23.88,23.88
Middlesex,Plainsboro,14,12,3,1,0,-,-,7,5,5,-,-,"1,248","1,324","1,394",-,-,"393,151","400,743","410,983","424,453","424,453",93.19,93.19,93.19,93.19,93.19,49.03,49.03,49.03,49.03,49.03
Morris,Parsippany-Troy Hills,26,11,35,24,64,-,-,20,17,10,-,-,"1,190","1,199","1,201",-,-,"363,505","365,399","365,940","371,866","371,866",95.32,95.32,95.32,95.32,95.32,62.59,62.59,62.59,62.59,62.59
Morris,Randolph,25,11,18,71,27,-,-,18,11,1,-,-,"1,236","1,239","1,282",-,-,"488,434","500,510","496,185","498,421","498,421",96.47,96.47,96.47,96.47,96.47,74.5,74.5,74.5,74.5,74.5
Cape May,Dennis,1,2,8,7,9,-,-,6,10,5,-,-,"1,443","1,375","1,222",-,-,"187,461","192,149","182,838","184,986","184,986",88.7,88.7,88.7,88.7,88.7,86.5,86.5,86.5,86.5,86.5
Cape May,Middle Township,1,2,100,57,70,-,-,79,59,50,-,-,"1,220","1,273","1,314",-,-,"237,861","238,016","231,718","231,887","231,887",78.06,78.06,78.06,78.06,78.06,80.43,80.43,80.43,80.43,80.43
Cape May,Avalon,1,2,76,73,72,-,-,69,65,56,-,-,970,950,984,-,-,"1,375,549","1,389,050","1,411,638","1,454,205","1,454,205",12.73,12.73,12.73,12.73,12.73,89.16,89.16,89.16,89.16,89.16
Cape May,Cape May Point,1,2,7,7,7,-,-,4,5,4,-,-,0,"1,188","1,146",-,-,"731,862","709,045","678,669","695,792","695,792",26.49,26.49,26.49,26.49,26.49,93.29,93.29,93.29,93.29,93.29
Camden,Woodlynne,5,1,0,0,0,-,-,0,0,0,-,-,"1,161","1,170","1,146",-,-,"69,481","59,476","65,148","70,931","70,931",90.26,90.26,90.26,90.26,90.26,64.89,64.89,64.89,64.89,64.89
Cape May,Wildwood,1,2,8,5,8,-,-,4,4,4,-,-,853,834,848,-,-,"209,007","208,205","204,891","205,648","205,648",32.89,32.89,32.89,32.89,32.89,35.45,35.45,35.45,35.45,35.45
Cape May,West Wildwood,1,2,1,0,5,-,-,2,0,2,-,-,"1,009","1,017",879,-,-,"267,968","264,903","251,219","261,075","261,075",30.91,30.91,30.91,30.91,30.91,77.17,77.17,77.17,77.17,77.17
Cape May,Upper Township,1,2,17,17,9,-,-,16,15,12,-,-,945,967,"1,113",-,-,"292,004","292,146","287,830","282,932","282,932",72.01,72.01,72.01,72.01,72.01,89.6,89.6,89.6,89.6,89.6
Cape May,Sea Isle City,1,2,87,87,98,-,-,94,84,83,-,-,888,"1,025","1,144",-,-,"643,919","639,150","650,480","677,408","677,408",15.09,15.09,15.09,15.09,15.09,80.6,80.6,80.6,80.6,80.6
Cape May,North Wildwood,1,2,14,27,30,-,-,15,19,21,-,-,"1,097","1,120","1,015",-,-,"310,639","300,798","299,065","303,060","303,060",23.16,23.16,23.16,23.16,23.16,62.63,62.63,62.63,62.63,62.63
Ocean,South Toms River,9,3,9,8,0,-,-,0,6,9,-,-,"1,641","1,649","1,610",-,-,"177,194","172,374","168,409","165,871","165,871",94.66,94.66,94.66,94.66,94.66,80.05,80.05,80.05,80.05,80.05
Ocean,Seaside Park,9,3,4,15,11,-,-,6,5,12,-,-,"1,136","1,139","1,176",-,-,"573,640","580,243","559,725","580,707","580,707",30.82,30.82,30.82,30.82,30.82,62.3,62.3,62.3,62.3,62.3
Morris,Rockaway Twp,26,11,8,128,101,-,-,44,9,43,-,-,"1,572","1,448","1,465",-,-,"334,133","334,799","334,018","343,028","343,028",93.7,93.7,93.7,93.7,93.7,85.12,85.12,85.12,85.12,85.12
Morris,Rockaway,25,11,1,15,2,-,-,0,2,15,-,-,"1,254","1,194","1,250",-,-,"331,533","324,517","320,856","346,196","346,196",96.91,96.91,96.91,96.91,96.91,68.44,68.44,68.44,68.44,68.44
Passaic,Clifton,34,9,102,67,17,-,-,97,94,41,-,-,"1,226","1,261","1,286",-,-,"321,844","311,969","308,796","318,323","318,323",95.98,95.98,95.98,95.98,95.98,59.93,59.93,59.93,59.93,59.93
Ocean,Tuckerton,9,2,0,0,0,-,-,0,0,0,-,-,"1,211","1,109","1,063",-,-,"221,004","209,097","205,738","213,518","213,518",73.4,73.4,73.4,73.4,73.4,71.63,71.63,71.63,71.63,71.63
Ocean,Toms River,10,3,429,812,684,-,-,73,459,790,-,-,"1,286","1,357","1,325",-,-,"292,351","295,408","304,511","319,595","319,595",80.21,80.21,80.21,80.21,80.21,82.25,82.25,82.25,82.25,82.25
Ocean,Stafford,9,"2, 3",255,322,143,-,-,221,271,212,-,-,"1,369","1,447","1,513",-,-,"262,921","259,695","269,793","279,269","279,269",74.21,74.21,74.21,74.21,74.21,88.81,88.81,88.81,88.81,88.81
Morris,Kinnelon,26,11,3,5,3,-,-,3,5,3,-,-,"1,783","1,894","1,818",-,-,"558,732","581,413","580,389","585,183","585,183",96.44,96.44,96.44,96.44,96.44,90.12,90.12,90.12,90.12,90.12
Camden,Laurel Springs,4,1,0,0,0,-,-,0,0,0,-,-,882,859,861,-,-,"166,523","161,622","158,805","154,687","154,687",94.29,94.29,94.29,94.29,94.29,76.89,76.89,76.89,76.89,76.89
Camden,Lindenwold,4,1,24,0,0,-,-,0,24,0,-,-,911,900,879,-,-,"101,256","102,834","99,005","94,760","94,760",90,90,90,90,90,40.06,40.06,40.06,40.06,40.06
Camden,Merchantville,6,1,0,0,0,-,-,0,0,0,-,-,928,"1,069","1,035",-,-,"189,187","180,232","188,712","192,272","192,272",93.25,93.25,93.25,93.25,93.25,61.05,61.05,61.05,61.05,61.05
Camden,Mount Ephraim,5,1,1,2,0,-,-,1,0,2,-,-,876,964,946,-,-,"149,454","140,254","146,132","148,924","148,924",94.98,94.98,94.98,94.98,94.98,76.64,76.64,76.64,76.64,76.64
Camden,Waterford,8,2,25,3,4,-,-,29,4,3,-,-,"1,150","1,231","1,310",-,-,"186,807","185,388","183,218","182,435","182,435",96.17,96.17,96.17,96.17,96.17,88.62,88.62,88.62,88.62,88.62
Camden,Voorhees,6,1,9,21,19,-,-,37,20,14,-,-,"1,107","1,086","1,137",-,-,"285,117","286,438","280,346","285,034","285,034",93.56,93.56,93.56,93.56,93.56,67.29,67.29,67.29,67.29,67.29
Morris,Netcong,25,7,1,0,1,-,-,0,1,0,-,-,"1,094","1,129","1,132",-,-,"243,266","226,577","224,537","233,627","233,627",95.31,95.31,95.31,95.31,95.31,48.15,48.15,48.15,48.15,48.15
Camden,Pine Valley,8,1,1,0,0,-,-,1,0,0,-,-,0,-,-,-,-,"530,135","530,772","530,612","548,384","548,384",18.18,18.18,18.18,18.18,18.18,50,50,50,50,50
Camden,Pennsauken,6,1,4,11,5,-,-,51,5,60,-,-,970,925,902,-,-,"147,252","148,252","145,822","148,386","148,386",95.16,95.16,95.16,95.16,95.16,77.32,77.32,77.32,77.32,77.32
Camden,Stratford,6,1,11,6,4,-,-,7,6,5,-,-,826,832,846,-,-,"163,872","162,955","161,938","162,360","162,360",95.65,95.65,95.65,95.65,95.65,71.83,71.83,71.83,71.83,71.83
Camden,Runnemede,5,1,0,0,0,-,-,1,0,0,-,-,860,837,861,-,-,"153,367","149,569","146,827","147,412","147,412",94.98,94.98,94.98,94.98,94.98,70.89,70.89,70.89,70.89,70.89
Morris,Madison,27,11,19,47,20,-,-,17,21,44,-,-,"1,621","1,556","1,562",-,-,"702,500","740,531","746,028","776,344","776,344",94.98,94.98,94.98,94.98,94.98,65.63,65.63,65.63,65.63,65.63
Morris,Lincoln Park,26,11,0,0,0,-,-,0,0,0,-,-,"1,451","1,521","1,620",-,-,"313,073","314,046","316,790","321,290","321,290",96.53,96.53,96.53,96.53,96.53,78.21,78.21,78.21,78.21,78.21
Morris,Mine Hill,25,7,0,6,3,-,-,0,5,22,-,-,"1,228","1,034","1,098",-,-,"273,604","264,196","264,848","269,383","269,383",96.3,96.3,96.3,96.3,96.3,88.04,88.04,88.04,88.04,88.04
Morris,Mendham,25,11,1,0,0,-,-,1,2,0,-,-,"2,100","2,100","1,955",-,-,"718,159","742,787","724,378","728,055","728,055",95.77,95.77,95.77,95.77,95.77,86.06,86.06,86.06,86.06,86.06
Morris,Morris Twp,25,11,42,57,41,-,-,5,39,60,-,-,"1,658","1,526","1,663",-,-,"549,833","542,609","523,722","559,303","559,303",95.6,95.6,95.6,95.6,95.6,83.61,83.61,83.61,83.61,83.61
Morris,Montville,26,11,24,15,14,-,-,27,21,8,-,-,"1,672","1,631","1,568",-,-,"558,529","569,683","566,167","588,929","588,929",95.68,95.68,95.68,95.68,95.68,85.58,85.58,85.58,85.58,85.58
Morris,Mount Olive,24,7,110,79,70,-,-,78,79,81,-,-,"1,123","1,121","1,129",-,-,"321,878","306,020","321,215","320,514","320,514",95.07,95.07,95.07,95.07,95.07,56.08,56.08,56.08,56.08,56.08
