County  ,Municipality  ,LD  ,CD  ,% Pop Change 2013,% Pop Change 2014,% Pop Change 2015,% Pop Change 2016,% Pop Change 2017,25+ 2013,25+ 2014,25+ 2015,25+ 2016,25+ 2017,% College Grad 2013,% College Grad 2014,% College Grad 2015,% College Grad 2016,% College Grad 2017,% Foreign Born 2013,% Foreign Born 2014,% Foreign Born 2015,% Foreign Born 2016,% Foreign Born 2017,% AA 2013,% AA 2014,% AA 2015,% AA 2016,% AA 2017,% Asian 2013,,2015,2016,2017,% Hisp 2013,2014,2015,2016,2017
Sussex,Vernon,24,5,-3.97,-4.78,-5.82,-6.52,-7.12,"15,642","15,510","15,383",-,-,27.94,27.74,29.63,-,-,5.77,6.6,7.06,-,-,1.39,1.39,1.39,1.39,1.39,0.78,0.78,0.78,0.78,0.78,6.41,6.41,6.41,6.41,6.41
Middlesex,South Brunswick,16,12,2.99,4.02,5.18,5.32,7.24,"29,107","29,609","30,054",-,-,58.46,59.54,60.22,-,-,34.19,33.66,34.12,-,-,7.71,7.71,7.71,7.71,7.71,35.91,35.91,35.91,35.91,35.91,6.04,6.04,6.04,6.04,6.04
Sussex,Sussex,24,5,-1.55,-2.44,-4.08,-4.27,-4.98,"1,429","1,473","1,393",-,-,17.63,16.43,15.36,-,-,6.09,8.7,7.91,-,-,1.92,1.92,1.92,1.92,1.92,2.3,2.3,2.3,2.3,2.3,7.93,7.93,7.93,7.93,7.93
Burlington,Maple Shade,6,1,-0.46,-0.79,-0.88,-1.47,-1.62,"13,252","13,375","13,738",-,-,24.09,25.36,24.84,-,-,9.13,9.93,9.29,-,-,9.54,9.54,9.54,9.54,9.54,5.65,5.65,5.65,5.65,5.65,8.32,8.32,8.32,8.32,8.32
Union,Berkeley Heights,21,7,2.15,2.72,2.78,2.72,4.37,"9,023","9,179","9,149",-,-,59.32,61.53,61.95,-,-,14.04,14.68,15.82,-,-,1.49,1.49,1.49,1.49,1.49,10.43,10.43,10.43,10.43,10.43,5.12,5.12,5.12,5.12,5.12
Sussex,Walpack,24,5,0,-6.25,-6.25,-31.25,-31.25,6,9,4,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,Fieldsboro,7,3,-1.85,-1.85,-1.48,-1.3,-1.67,374,425,437,-,-,28.34,32.24,32.49,-,-,4.74,5.14,5.13,-,-,12.59,12.59,12.59,12.59,12.59,2.04,2.04,2.04,2.04,2.04,2.78,2.78,2.78,2.78,2.78
Sussex,Ogdensburg,24,11,-3.36,-4.15,-5.15,-4.81,-5.31,"1,590","1,593","1,626",-,-,23.84,23.41,21.46,-,-,4.52,4.73,5.51,-,-,0.33,0.33,0.33,0.33,0.33,1.83,1.83,1.83,1.83,1.83,6.27,6.27,6.27,6.27,6.27
Burlington,Edgewater Park,7,3,-0.42,-0.84,-1.05,-1.44,-1.61,"6,370","6,308","6,289",-,-,18.1,18.04,18.6,-,-,16.84,16.6,17.44,-,-,27.32,27.32,27.32,27.32,27.32,3.19,3.19,3.19,3.19,3.19,10.92,10.92,10.92,10.92,10.92
Sussex,Stanhope,24,11,-2.44,-3.21,-5.54,-6.81,-7.45,"2,449","2,490","2,421",-,-,32.71,33.61,33.99,-,-,11.65,12.84,11.8,-,-,1.58,1.58,1.58,1.58,1.58,2.33,2.33,2.33,2.33,2.33,8.5,8.5,8.5,8.5,8.5
Burlington,Lumberton,8,3,-0.48,-0.89,-1.04,-1.86,-2.14,"8,366","8,314","8,390",-,-,38.15,37.37,40.49,-,-,8.54,10.06,9.07,-,-,18.93,18.93,18.93,18.93,18.93,4.71,4.71,4.71,4.71,4.71,5.86,5.86,5.86,5.86,5.86
Sussex,Sandyston,24,5,-3.3,-4.2,-5.36,-6.06,-7.11,"1,504","1,471","1,429",-,-,22.81,27.74,29.11,-,-,2.3,5.3,7.07,-,-,0.4,0.4,0.4,0.4,0.4,0.55,0.55,0.55,0.55,0.55,3.4,3.4,3.4,3.4,3.4
Burlington,Florence,7,3,2.04,2.05,4.78,4.58,4.62,"8,941","8,987","9,217",-,-,28.33,30.29,30.23,-,-,10.75,8.95,8.56,-,-,12.23,12.23,12.23,12.23,12.23,5.04,5.04,5.04,5.04,5.04,4.76,4.76,4.76,4.76,4.76
Burlington,Burlington Twp,7,3,0.2,0.35,1.03,0.68,1.02,"14,411","14,584","14,606",-,-,31,32.08,31.2,-,-,14.53,12.77,11.85,-,-,27.98,27.98,27.98,27.98,27.98,7.04,7.04,7.04,7.04,7.04,7.05,7.05,7.05,7.05,7.05
Burlington,Cinnaminson,7,3,7.67,8.16,6.95,6.19,5.95,"11,432","11,783","11,765",-,-,38.29,37.79,39.46,-,-,7.06,6.14,5.47,-,-,5.49,5.49,5.49,5.49,5.49,2.38,2.38,2.38,2.38,2.38,3.07,3.07,3.07,3.07,3.07
Burlington,Delanco,7,3,6.42,6.14,6.02,4.86,4.58,"3,272","3,337","3,377",-,-,25.46,25.53,27.89,-,-,2.28,3.57,4.18,-,-,10.97,10.97,10.97,10.97,10.97,1.87,1.87,1.87,1.87,1.87,3.55,3.55,3.55,3.55,3.55
Burlington,Eastampton,8,3,0.1,-0.33,-0.96,-1.57,-1.91,"4,155","4,189","4,150",-,-,35.91,39.01,41.86,-,-,10.38,14.25,16.84,-,-,16.97,16.97,16.97,16.97,16.97,4.48,4.48,4.48,4.48,4.48,8.29,8.29,8.29,8.29,8.29
Union,Cranford,21,7,2.95,5.67,6.71,6.51,8.02,"16,240","16,402","16,733",-,-,50.94,51.44,50.95,-,-,7.71,8.43,9.16,-,-,2.62,2.62,2.62,2.62,2.62,2.84,2.84,2.84,2.84,2.84,6.51,6.51,6.51,6.51,6.51
Union,Elizabeth,20,8,2.07,2.99,3.23,2.94,4.2,"78,459","78,977","80,502",-,-,11.84,11.78,11.64,-,-,47.39,47.12,47.4,-,-,21.08,21.08,21.08,21.08,21.08,2.08,2.08,2.08,2.08,2.08,59.5,59.5,59.5,59.5,59.5
Union,Garwood,21,7,1.66,6.08,2.96,2.86,4.31,"3,079","3,088","3,034",-,-,38.23,36.59,39.75,-,-,16.42,13.67,16.07,-,-,1.06,1.06,1.06,1.06,1.06,2.04,2.04,2.04,2.04,2.04,8.83,8.83,8.83,8.83,8.83
Burlington,Bordentown Twp,7,3,0.52,2.08,5,6.4,7.35,"7,622","7,703","7,787",-,-,38.01,37.48,36.98,-,-,15.04,13.76,13.24,-,-,10.7,10.7,10.7,10.7,10.7,10.57,10.57,10.57,10.57,10.57,6.02,6.02,6.02,6.02,6.02
Cumberland,Maurice River,1,2,-3.94,-0.66,-3,-17.73,-20.7,"6,797","6,738","6,933",-,-,7.44,6.92,6.07,-,-,4.46,5.27,5.79,-,-,36.03,36.03,36.03,36.03,36.03,0.35,0.35,0.35,0.35,0.35,11.52,11.52,11.52,11.52,11.52
Cumberland,Shiloh,1,2,-0.78,-1.36,-2.13,-3.1,-3.68,408,420,364,-,-,22.06,20,18.41,-,-,8.26,8.12,1.63,-,-,1.74,1.74,1.74,1.74,1.74,0.19,0.19,0.19,0.19,0.19,4.07,4.07,4.07,4.07,4.07
Cumberland,Stow Creek,1,2,0.28,-0.07,-0.56,-0.98,-1.82,984,"1,036","1,049",-,-,24.8,19.4,21.83,-,-,2.83,1.97,1.76,-,-,4.47,4.47,4.47,4.47,4.47,0.28,0.28,0.28,0.28,0.28,4.4,4.4,4.4,4.4,4.4
Cumberland,Vineland,1,2,0.54,0.74,0.15,-0.33,-0.55,"40,055","40,244","40,450",-,-,16.68,16.28,17.35,-,-,11.53,12.65,12.14,-,-,14.16,14.16,14.16,14.16,14.16,1.71,1.71,1.71,1.71,1.71,38.03,38.03,38.03,38.03,38.03
Middlesex,New Brunswick,17,6,1.18,3.44,3.36,3.13,3.43,"25,035","25,480","26,563",-,-,19.58,20.48,20.37,-,-,38.26,38.57,38.27,-,-,16.04,16.04,16.04,16.04,16.04,7.6,7.6,7.6,7.6,7.6,49.93,49.93,49.93,49.93,49.93
Middlesex,Plainsboro,14,12,1.35,1.87,2.7,1.77,2.2,"15,796","16,275","16,161",-,-,72.27,71.77,72.74,-,-,45.85,46.4,46.41,-,-,8.03,8.03,8.03,8.03,8.03,46.22,46.22,46.22,46.22,46.22,6.21,6.21,6.21,6.21,6.21
Morris,Parsippany-Troy Hills,26,11,1.18,0.83,0.76,0.04,-0.07,"38,887","39,030","39,044",-,-,51.67,52.81,53.16,-,-,34.3,34.38,34.97,-,-,3.52,3.52,3.52,3.52,3.52,29.09,29.09,29.09,29.09,29.09,8.32,8.32,8.32,8.32,8.32
Morris,Randolph,25,11,0.96,0.89,0.87,0.36,0.62,"17,069","17,234","17,391",-,-,66.52,65.7,64.74,-,-,19.35,20.02,19.46,-,-,2.68,2.68,2.68,2.68,2.68,10.46,10.46,10.46,10.46,10.46,10.17,10.17,10.17,10.17,10.17
Cape May,Dennis,1,2,-1.9,-2.29,-2.35,-2.81,-3.31,"4,441","4,542","4,646",-,-,20.85,20.01,21.39,-,-,0.95,1.05,2.9,-,-,0.79,0.79,0.79,0.79,0.79,0.56,0.56,0.56,0.56,0.56,1.81,1.81,1.81,1.81,1.81
Cape May,Middle Township,1,2,-0.11,-0.15,-1.57,-1.66,-2.56,"13,703","13,567","13,042",-,-,22.4,25.13,27.37,-,-,7.94,8.07,6.91,-,-,10.41,10.41,10.41,10.41,10.41,1.79,1.79,1.79,1.79,1.79,5.09,5.09,5.09,5.09,5.09
Cape May,Avalon,1,2,-1.8,-2.77,-3.82,-4.12,-5.02,"1,660","1,653","1,454",-,-,57.05,59.53,58.67,-,-,3.01,3.62,2.44,-,-,0.3,0.3,0.3,0.3,0.3,0.22,0.22,0.22,0.22,0.22,2.17,2.17,2.17,2.17,2.17
Cape May,Cape May Point,1,2,-2.06,-2.41,-3.44,-3.44,-4.12,170,198,236,-,-,64.71,61.11,63.14,-,-,1.18,2,1.67,-,-,2.75,2.75,2.75,2.75,2.75,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
Camden,Woodlynne,5,1,-0.57,-1.34,-1.14,-1.14,-1.04,"1,703","1,750","1,776",-,-,9.22,8.4,8,-,-,22.49,26.68,30.13,-,-,33.55,33.55,33.55,33.55,33.55,9.7,9.7,9.7,9.7,9.7,38.28,38.28,38.28,38.28,38.28
Cape May,Wildwood,1,2,-1.82,-2.63,-3.31,-3.85,-4.79,"3,609","3,474","3,771",-,-,17.07,14.91,16.36,-,-,17.8,15.83,12.4,-,-,11.15,11.15,11.15,11.15,11.15,0.79,0.79,0.79,0.79,0.79,31.21,31.21,31.21,31.21,31.21
Cape May,West Wildwood,1,2,-2.65,-3.98,-5.14,-5.8,-6.14,518,435,381,-,-,12.55,11.49,15.75,-,-,1.26,0.57,0.89,-,-,1.49,1.49,1.49,1.49,1.49,0,0,0,0,0,2.65,2.65,2.65,2.65,2.65
Cape May,Upper Township,1,2,-1.5,-2.1,-2.9,-3.21,-3.88,"8,595","8,390","8,431",-,-,36.18,35.04,37.01,-,-,2.17,2.22,2.29,-,-,0.58,0.58,0.58,0.58,0.58,0.74,0.74,0.74,0.74,0.74,2.36,2.36,2.36,2.36,2.36
Cape May,Sea Isle City,1,2,-0.85,-1.47,-1.28,-1.37,-2.18,"1,601","1,640","1,619",-,-,33.48,37.38,40.15,-,-,2.53,3.4,3.47,-,-,0.09,0.09,0.09,0.09,0.09,0.19,0.19,0.19,0.19,0.19,2.41,2.41,2.41,2.41,2.41
Cape May,North Wildwood,1,2,-1.81,-2.65,-3.46,-3.93,-4.9,"3,218","3,197","3,185",-,-,26.51,27.15,27.32,-,-,5.18,5.56,3.54,-,-,1.14,1.14,1.14,1.14,1.14,0.35,0.35,0.35,0.35,0.35,4.03,4.03,4.03,4.03,4.03
Ocean,South Toms River,9,3,0.92,2.12,1.41,2.09,2.39,"2,142","2,158","2,192",-,-,9.62,9.96,9.44,-,-,3.67,5.24,5.91,-,-,19.33,19.33,19.33,19.33,19.33,0.62,0.62,0.62,0.62,0.62,19.49,19.49,19.49,19.49,19.49
Ocean,Seaside Park,9,3,0.82,0,-1.77,-1.77,-1.9,"1,073","1,241","1,349",-,-,32.81,43.27,44.26,-,-,1.45,1.78,1.75,-,-,0.95,0.95,0.95,0.95,0.95,0.38,0.38,0.38,0.38,0.38,3.42,3.42,3.42,3.42,3.42
Morris,Rockaway Twp,26,11,1.4,1.18,2.17,1.65,5.54,"16,711","16,815","16,828",-,-,46.16,47.32,46.39,-,-,15.77,16.75,16.38,-,-,2.55,2.55,2.55,2.55,2.55,6.67,6.67,6.67,6.67,6.67,11.2,11.2,11.2,11.2,11.2
Morris,Rockaway,25,11,1.03,0.7,0.87,0.62,0.56,"4,626","4,486","4,699",-,-,28.04,31.21,32.58,-,-,17.76,20.17,22.63,-,-,3.22,3.22,3.22,3.22,3.22,7.66,7.66,7.66,7.66,7.66,15.07,15.07,15.07,15.07,15.07
Passaic,Clifton,34,9,1.49,2.13,2.61,2.03,2.94,"58,533","57,787","58,665",-,-,30.05,30.36,29.91,-,-,36.47,35.73,34.89,-,-,4.92,4.92,4.92,4.92,4.92,8.9,8.9,8.9,8.9,8.9,31.92,31.92,31.92,31.92,31.92
Ocean,Tuckerton,9,2,0.93,1.46,0.9,0.93,0.75,"2,336","2,408","2,411",-,-,25.43,24.46,23.39,-,-,5.95,6.65,4.49,-,-,0.75,0.75,0.75,0.75,0.75,1.05,1.05,1.05,1.05,1.05,6.07,6.07,6.07,6.07,6.07
Ocean,Toms River,10,3,0.38,0.01,-0.46,0.66,1.95,"64,874","65,491","64,956",-,-,29.84,30.31,31.02,-,-,9.32,9.53,9.06,-,-,2.7,2.7,2.7,2.7,2.7,3.58,3.58,3.58,3.58,3.58,7.93,7.93,7.93,7.93,7.93
Ocean,Stafford,9,"2, 3",1.53,1.03,1.6,2.33,3.06,"18,836","18,909","19,065",-,-,29.1,28.37,28.73,-,-,6.44,6.28,5.97,-,-,1.05,1.05,1.05,1.05,1.05,1.48,1.48,1.48,1.48,1.48,5.31,5.31,5.31,5.31,5.31
Morris,Kinnelon,26,11,1.48,1.3,1.41,-0.28,-0.34,"6,924","6,971","7,135",-,-,63.3,62.29,61.22,-,-,11.13,10.48,11.42,-,-,0.91,0.91,0.91,0.91,0.91,4.26,4.26,4.26,4.26,4.26,4.08,4.08,4.08,4.08,4.08
Camden,Laurel Springs,4,1,-0.68,-1.47,-1.26,-1.26,-1.15,"1,303","1,305","1,313",-,-,30.39,29.58,32.67,-,-,5.27,6.6,6.14,-,-,3.46,3.46,3.46,3.46,3.46,1,1,1,1,1,3.88,3.88,3.88,3.88,3.88
Camden,Lindenwold,4,1,-0.64,-1.11,-0.88,-0.81,-0.81,"11,573","11,679","11,740",-,-,16.97,16.23,15.17,-,-,16.24,20,18.8,-,-,34.66,34.66,34.66,34.66,34.66,2.8,2.8,2.8,2.8,2.8,20.85,20.85,20.85,20.85,20.85
Camden,Merchantville,6,1,-0.39,-1.15,-1.13,-1.44,-1.33,"2,580","2,626","2,643",-,-,30.66,30.08,29.74,-,-,7.92,10.41,8.52,-,-,13.01,13.01,13.01,13.01,13.01,2.28,2.28,2.28,2.28,2.28,11.62,11.62,11.62,11.62,11.62
Camden,Mount Ephraim,5,1,-0.28,-0.94,-0.79,-0.96,-0.88,"3,287","3,158","3,150",-,-,16.58,17.64,21.27,-,-,2.41,6.4,6.76,-,-,2.14,2.14,2.14,2.14,2.14,0.68,0.68,0.68,0.68,0.68,5.33,5.33,5.33,5.33,5.33
Camden,Waterford,8,2,1.34,0.78,0.98,0.99,1.17,"7,339","7,353","7,353",-,-,21.27,20.93,23.84,-,-,2.17,2.88,3.73,-,-,4.83,4.83,4.83,4.83,4.83,1.16,1.16,1.16,1.16,1.16,4.39,4.39,4.39,4.39,4.39
Camden,Voorhees,6,1,0.34,-0.37,0.82,0.91,1.14,"20,980","21,090","21,098",-,-,48.58,47.28,48.61,-,-,20.05,19.98,21.1,-,-,8.7,8.7,8.7,8.7,8.7,16.13,16.13,16.13,16.13,16.13,3.43,3.43,3.43,3.43,3.43
Morris,Netcong,25,7,0.77,0.68,0.65,0.06,-0.09,"2,377","2,280","2,287",-,-,16.53,18.73,19.72,-,-,15.31,16.84,19.83,-,-,3.9,3.9,3.9,3.9,3.9,2.78,2.78,2.78,2.78,2.78,17.7,17.7,17.7,17.7,17.7
Camden,Pine Valley,8,1,0,0,0,-8.33,-8.33,3,2,3,-,-,100,100,100,-,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,16.67
Camden,Pennsauken,6,1,-0.15,-0.9,-0.72,0.06,0.14,"23,895","24,391","24,588",-,-,19.2,20.25,19.87,-,-,15.21,15.26,17.01,-,-,26.87,26.87,26.87,26.87,26.87,7.72,7.72,7.72,7.72,7.72,26.91,26.91,26.91,26.91,26.91
Camden,Stratford,6,1,-1.25,-1.36,-0.38,-0.55,-0.36,"4,857","4,885","4,922",-,-,25.92,26.96,25.4,-,-,11.22,9.48,6.55,-,-,8.24,8.24,8.24,8.24,8.24,4.22,4.22,4.22,4.22,4.22,6.49,6.49,6.49,6.49,6.49
Camden,Runnemede,5,1,-0.38,-1.09,-1.03,-1.02,-0.92,"5,629","5,602","5,679",-,-,17.21,18.33,18.19,-,-,5.19,5.43,6.18,-,-,4.72,4.72,4.72,4.72,4.72,2.63,2.63,2.63,2.63,2.63,6.09,6.09,6.09,6.09,6.09
Morris,Madison,27,11,2.71,1.75,1.77,1.43,1.19,"10,004","10,196","10,080",-,-,64.48,65.29,65.45,-,-,13.7,14.44,13.62,-,-,2.96,2.96,2.96,2.96,2.96,5.51,5.51,5.51,5.51,5.51,8.87,8.87,8.87,8.87,8.87
Morris,Lincoln Park,26,11,-0.48,-0.37,-1.1,-0.75,-0.5,"8,033","7,923","7,761",-,-,35.74,35.86,35.59,-,-,18.77,17.66,17.12,-,-,1.83,1.83,1.83,1.83,1.83,7.38,7.38,7.38,7.38,7.38,9.59,9.59,9.59,9.59,9.59
Morris,Mine Hill,25,7,0.96,0.16,-2,-1.42,-1.59,"2,439","2,439","2,332",-,-,32.47,25.99,26.8,-,-,19.71,20.11,18.94,-,-,4.6,4.6,4.6,4.6,4.6,4.96,4.96,4.96,4.96,4.96,23.01,23.01,23.01,23.01,23.01
Morris,Mendham,25,11,0.78,0.36,0.4,0.14,-0.06,"3,250","3,287","3,280",-,-,65.42,66.53,67.16,-,-,8.12,5.97,5.04,-,-,1.02,1.02,1.02,1.02,1.02,2.05,2.05,2.05,2.05,2.05,2.71,2.71,2.71,2.71,2.71
Morris,Morris Twp,25,11,1.23,1.2,1.47,1.23,0.82,"16,160","4,050","16,196",-,-,66.22,53.33,68.91,-,-,11.63,9.74,11.22,-,-,5.65,5.65,5.65,5.65,5.65,5.12,5.12,5.12,5.12,5.12,7.55,7.55,7.55,7.55,7.55
Morris,Montville,26,11,1.4,1.46,1.5,0.8,0.71,"14,724","14,789","15,002",-,-,61.78,61.77,60.97,-,-,18.88,19.59,19.89,-,-,1.28,1.28,1.28,1.28,1.28,18.07,18.07,18.07,18.07,18.07,4.18,4.18,4.18,4.18,4.18
Morris,Mount Olive,24,7,2.21,2.86,3.34,3.6,4.04,"18,700","4,024","19,401",-,-,42.92,38.47,43.96,-,-,14.06,7.45,16.06,-,-,5.74,5.74,5.74,5.74,5.74,8.23,8.23,8.23,8.23,8.23,11.51,11.51,11.51,11.51,11.51
Morris,Morristown,25,11,0.64,3.66,0.99,3.29,3.4,"13,783","13,861","13,904",-,-,45.95,46.3,47.11,-,-,32.34,33.97,33.94,-,-,13.97,13.97,13.97,13.97,13.97,4.34,4.34,4.34,4.34,4.34,34.09,34.09,34.09,34.09,34.09
Salem,Oldmans,3,2,4.96,4.29,3.16,2.09,1.07,"1,387","1,340","1,266",-,-,22.42,22.69,25.75,-,-,3.87,4.02,3,-,-,7.73,7.73,7.73,7.73,7.73,0.9,0.9,0.9,0.9,0.9,6.99,6.99,6.99,6.99,6.99
Salem,Pennsville,3,2,-2.18,-3.01,-4.34,-5.46,-6.79,"9,467","9,312","9,312",-,-,20.57,19.13,16.78,-,-,2.91,3.79,4.47,-,-,1.54,1.54,1.54,1.54,1.54,1.42,1.42,1.42,1.42,1.42,3.07,3.07,3.07,3.07,3.07
Salem,Elsinboro,3,2,-1.83,-2.61,-3.76,-4.83,-5.79,798,823,763,-,-,16.29,15.43,16.51,-,-,2.96,0.65,0.77,-,-,3.47,3.47,3.47,3.47,3.47,0.39,0.39,0.39,0.39,0.39,2.22,2.22,2.22,2.22,2.22
Salem,Lower Alloways Creek,3,2,-1.64,-2.15,-3.22,0.68,-4.63,"1,142","1,143","1,110",-,-,16.81,16.54,16.49,-,-,0.12,0.12,0.12,-,-,1.36,1.36,1.36,1.36,1.36,0.17,0.17,0.17,0.17,0.17,1.53,1.53,1.53,1.53,1.53
Camden,Berlin Twp,6,1,0.09,0.09,1.44,2.91,4.16,"3,773","3,842","3,913",-,-,19.61,19.7,17.15,-,-,10.3,9.57,7.51,-,-,11.57,11.57,11.57,11.57,11.57,5.13,5.13,5.13,5.13,5.13,8.29,8.29,8.29,8.29,8.29
Camden,Camden,5,1,-0.57,-0.02,-1.58,-3.78,-3.64,"43,742","43,365","43,087",-,-,7.62,8.23,8.04,-,-,13.07,12.64,13.6,-,-,48.07,48.07,48.07,48.07,48.07,2.12,2.12,2.12,2.12,2.12,47.04,47.04,47.04,47.04,47.04
Camden,Bellmawr,5,1,-0.37,-1.11,-1.04,-0.91,-0.81,"8,231","8,479","8,376",-,-,14.68,14.53,15.25,-,-,10.1,8.82,10.97,-,-,2.46,2.46,2.46,2.46,2.46,5.86,5.86,5.86,5.86,5.86,7.68,7.68,7.68,7.68,7.68
Camden,Gloucester City,5,1,-0.47,-1.21,-1.11,-1.02,-1,"7,731","43,442","7,663",-,-,13.93,27.69,18.9,-,-,6.02,7.58,7.9,-,-,3.07,3.07,3.07,3.07,3.07,2.68,2.68,2.68,2.68,2.68,6.7,6.7,6.7,6.7,6.7
Camden,Collingswood,6,1,-0.55,0.26,0.53,0.6,0.73,"10,162","10,171","10,251",-,-,39.07,42.3,44.01,-,-,6.85,6.93,5.28,-,-,9.11,9.11,9.11,9.11,9.11,2.2,2.2,2.2,2.2,2.2,9.67,9.67,9.67,9.67,9.67
Camden,Clementon,4,1,-0.48,-1.2,-1.06,-1.5,-0.82,"3,453","3,507","3,481",-,-,13.47,17.45,17.9,-,-,1.56,3.44,3.52,-,-,19.12,19.12,19.12,19.12,19.12,2.1,2.1,2.1,2.1,2.1,10.3,10.3,10.3,10.3,10.3
Camden,Cherry Hill,6,1,0.95,0.52,0.42,0.43,0.61,"49,800","49,655","49,666",-,-,51.84,53.34,54.15,-,-,16.09,16.21,16.72,-,-,6.14,6.14,6.14,6.14,6.14,11.69,11.69,11.69,11.69,11.69,5.64,5.64,5.64,5.64,5.64
Camden,Hi-Nella,6,1,-0.57,-1.38,-1.15,-0.46,-0.34,580,531,537,-,-,19.48,18.08,17.13,-,-,10.48,9.91,8.66,-,-,15.06,15.06,15.06,15.06,15.06,4.02,4.02,4.02,4.02,4.02,10.57,10.57,10.57,10.57,10.57
Camden,Haddon Twp,6,1,-0.54,-1.28,-1.12,-0.21,-0.01,"10,772","7,806","10,570",-,-,39.64,73.06,40.5,-,-,3.75,3.67,4.01,-,-,1.5,1.5,1.5,1.5,1.5,2.71,2.71,2.71,2.71,2.71,3.95,3.95,3.95,3.95,3.95
Camden,Haddon Heights,5,1,-0.6,-1.31,0.55,0.95,1.54,"5,130","10,610","5,353",-,-,51.15,41.07,52.55,-,-,2.36,4.46,2.85,-,-,1.12,1.12,1.12,1.12,1.12,1.31,1.31,1.31,1.31,1.31,2.65,2.65,2.65,2.65,2.65
Somerset,Bernardsville,25,7,0.78,0.64,1.22,1.27,1.4,"5,031","5,108","5,247",-,-,65.02,69.46,69.7,-,-,17.32,15.35,18.17,-,-,0.88,0.88,0.88,0.88,0.88,3.27,3.27,3.27,3.27,3.27,11.72,11.72,11.72,11.72,11.72
Somerset,Bernards Twp,21,7,1.02,0.77,1.34,1.22,1.53,"17,395","17,527","17,622",-,-,70.53,70.64,72.97,-,-,16.83,17.75,18.62,-,-,1.89,1.89,1.89,1.89,1.89,13.8,13.8,13.8,13.8,13.8,3.95,3.95,3.95,3.95,3.95
Salem,Woodstown,3,2,-0.66,-1.46,0.54,-0.6,-1.46,"2,384","2,370","2,351",-,-,41.61,43.46,42.28,-,-,3.68,2.95,2.86,-,-,11.44,11.44,11.44,11.44,11.44,1.17,1.17,1.17,1.17,1.17,5.56,5.56,5.56,5.56,5.56
Salem,Salem,3,2,-2.43,-3.4,-4.9,-6.26,-7.23,"3,076","2,951","3,068",-,-,8.88,10.88,11.31,-,-,2.56,2.24,1.8,-,-,62.13,62.13,62.13,62.13,62.13,0.39,0.39,0.39,0.39,0.39,6.68,6.68,6.68,6.68,6.68
Salem,Quinton,3,2,-1.09,-1.69,-3.64,-8.36,-6.64,"1,854","1,890","1,788",-,-,14.51,16.61,17.9,-,-,1.28,1.58,1.57,-,-,12.9,12.9,12.9,12.9,12.9,0.38,0.38,0.38,0.38,0.38,4.01,4.01,4.01,4.01,4.01
Salem,Pilesgrove,3,2,-0.52,-1.22,1.17,0.22,-0.57,"2,832","2,804","3,012",-,-,32.13,32.77,32.14,-,-,3.94,3.4,3.78,-,-,5.93,5.93,5.93,5.93,5.93,0.92,0.92,0.92,0.92,0.92,2.59,2.59,2.59,2.59,2.59
Passaic,Hawthorne,38,9,1.04,1.37,1.51,0.8,1.65,"13,213","13,147","13,085",-,-,32.23,32.67,31.75,-,-,16.89,16.91,16.93,-,-,2.27,2.27,2.27,2.27,2.27,2.82,2.82,2.82,2.82,2.82,15.42,15.42,15.42,15.42,15.42
Passaic,Little Falls,40,11,0.62,0.58,0.7,-0.06,0.49,"9,785","10,073","9,927",-,-,35.68,37.35,37.88,-,-,16.91,18.68,16.32,-,-,4.11,4.11,4.11,4.11,4.11,4.56,4.56,4.56,4.56,4.56,9.89,9.89,9.89,9.89,9.89
Passaic,Passaic,36,9,1.56,2.48,1.87,1.22,2.1,"39,003","40,220","39,885",-,-,13.79,14.26,14.34,-,-,43.43,43.29,40.43,-,-,10.64,10.64,10.64,10.64,10.64,4.36,4.36,4.36,4.36,4.36,71.02,71.02,71.02,71.02,71.02
Somerset,Bedminster,23,7,0.7,0.59,0.93,0.64,0.55,"6,465","6,592","6,632",-,-,59.47,64.34,63.16,-,-,14.9,14.78,16.35,-,-,2.06,2.06,2.06,2.06,2.06,8.68,8.68,8.68,8.68,8.68,6.36,6.36,6.36,6.36,6.36
Somerset,South Bound Brook,23,12,0.72,0.53,1.29,1.05,2.06,"3,262","3,383","3,380",-,-,26.85,25.13,23.34,-,-,22.77,21.37,21.96,-,-,10.1,10.1,10.1,10.1,10.1,6.14,6.14,6.14,6.14,6.14,27.28,27.28,27.28,27.28,27.28
Warren,Washington Twp,23,5,-1.91,-2.54,-2.8,-2.86,-2.86,"4,838","4,828","4,703",-,-,37.8,42.92,37.47,-,-,6.5,5.41,4.5,-,-,2.5,2.5,2.5,2.5,2.5,1.91,1.91,1.91,1.91,1.91,4.39,4.39,4.39,4.39,4.39
Sussex,Stillwater,24,5,-2.37,-3.03,-4.32,-3.71,-4.37,"2,929","2,879","2,734",-,-,28.41,26.5,33.07,-,-,8.08,2.63,2.3,-,-,0.66,0.66,0.66,0.66,0.66,0.71,0.71,0.71,0.71,0.71,2.2,2.2,2.2,2.2,2.2
